m,y,locality,seg_phos,seg_psize,seg_pet,seg_mat,seg_decs,US_RockPhos,USCalcium,native.bio,exotic.bio
7.0,2012,Pahau River,3.0,4.0,1135.34,89.97,2358.0,3.0,1.0,2,0
3.0,2013,Kowai River North Branch,3.11,1.85,1245.9,118.02,2325.44,3.224,1.88,2,0
3.0,2013,Kowai River North Branch,3.07,2.23,1252.48,117.58,2327.85,3.233,1.9,2,0
5.0,2013,Clarence River tributary,3.94,3.06,1119.97,80.87,2362.8,3.255,1.256,1,0
5.0,2013,Clarence River,3.54,3.46,1005.48,64.61,2349.68,2.964,0.985,0,1
5.0,2013,Lake Tennyson,3.99,2.99,997.33,65.3,2346.34,3.74,0.935,1,0
6.0,2013,Selwyn River North Branch,3.0,4.0,1113.23,92.59,2284.82,3.0,1.0,2,1
6.0,2013,Selwyn River North Branch,3.27,1.53,1154.03,99.05,2289.38,3.248,1.881,2,1
6.0,2013,Mounseys Stream,4.0,3.0,1176.89,105.0,2302.0,3.476,2.0,2,0
9.0,2011,Pakiri River tributary wetland,1.3,2.02,1175.09,153.02,2369.62,1.343,1.399,0,0
9.0,2011,Pakiri River tributary wetland,1.3,2.02,1175.09,153.02,2369.62,1.343,1.399,0,0
9.0,2011,Pakiri River tributary wetland,1.3,2.02,1175.09,153.02,2369.62,1.343,1.399,0,0
9.0,2011,Pakiri River tributary wetland,2.0,1.0,1185.29,155.0,2371.27,1.31,1.31,0,0
9.0,2011,Pakiri River tributary wetland,2.0,1.0,1185.29,155.0,2371.27,1.31,1.31,0,0
9.0,2011,Pakiri River tributary wetland,2.0,1.0,1185.29,155.0,2371.27,1.31,1.31,0,0
3.0,2012,Unnamed stream Bon Accord Harbour,0.99,4.04,1168.49,150.92,2378.66,1.0,1.0,2,0
4.0,2012,Unnamed stream Rarohara Bay,3.87,5.0,1223.28,153.61,2370.31,3.849,1.849,3,0
10.0,2010,Ohirangi Wetland,1.0,1.68,1059.76,144.45,2368.65,1.0,1.289,1,0
10.0,2010,Tomarata Lake Wetland,0.98,1.68,1167.92,153.87,2365.04,1.0,1.351,0,0
10.0,2010,Pakiri River Wetland,1.3,2.02,1175.09,153.02,2369.62,1.343,1.399,0,0
10.0,2010,Pakiri River Wetland,2.0,1.0,1184.32,154.44,2371.0,1.396,1.396,0,0
10.0,2010,Pakiri River Wetland,1.37,1.63,1180.9,154.06,2370.71,1.188,1.188,0,0
11.0,2010,Unnamed Stream Westpoint,0.96,3.82,1157.16,149.85,2385.22,1.0,1.0,2,0
11.0,2010,Unnamed Stream Administration Bay,1.0,4.0,1189.3,147.74,2383.94,1.0,1.0,2,0
11.0,2010,Unnamed Stream Home Bay,1.0,4.0,1192.84,148.82,2384.34,1.0,1.0,2,0
11.0,2010,Unnamed Stream Gardiner Gap,2.43,4.01,1141.28,151.53,2385.91,2.353,1.0,1,0
11.0,2010,Unnamed Stream Home Bay,1.0,4.0,1195.62,149.03,2384.46,1.0,1.0,3,0
11.0,2010,Unnamed Stream Emu Bay,1.0,4.0,1205.42,150.34,2385.21,1.0,1.0,2,0
11.0,2010,Unnamed pond,1.0,4.0,1193.09,148.35,2384.35,1.0,1.0,0,0
11.0,2010,Unnamed Stream Sandy Bay,0.92,3.68,1112.06,149.37,2384.56,1.0,1.0,1,0
11.0,2010,Unnamed Stream Administration Bay,0.98,3.94,1185.45,148.52,2384.48,1.0,1.0,2,0
11.0,2010,McCarties Stream,1.23,1.61,1114.33,143.59,2370.6,1.186,1.186,2,1
5.0,2011,Unnamed Stream Home Bay,1.0,4.0,1195.62,149.03,2384.46,1.0,1.0,3,0
2.0,2011,Waiau Stream tributary,5.0,1.0,1003.55,130.62,2348.57,5.0,2.0,3,0
2.0,2011,Waiau Stream tributary,5.0,1.0,1003.55,130.62,2348.57,5.0,2.0,3,0
2.0,2011,Waiongana Stream tributary,3.57,1.0,901.79,113.65,2339.11,3.48,2.0,3,0
2.0,2011,Waiongana Stream,5.0,1.0,894.69,112.48,2338.31,5.0,2.0,2,0
6.0,2011,Taramoukou Stream tributary,2.64,2.84,931.48,123.77,2338.23,2.674,1.539,3,0
6.0,2011,Taramoukou Stream tributary,2.64,2.84,931.48,123.77,2338.23,2.674,1.539,0,0
9.0,2011,Mangaehu Stream tributary,5.0,1.0,930.73,122.88,2333.72,4.321,1.83,2,0
8.0,2011,Warea River,4.99,1.0,1026.48,133.77,2343.27,4.976,2.008,0,1
9.0,2011,Waingongoro River tributary,3.46,1.0,940.54,120.52,2337.42,3.4,2.0,0,1
9.0,2011,Mangaone Stream tributary,5.0,1.0,1018.98,133.55,2342.54,5.0,2.0,1,1
10.0,2011,Waingongoro River tributary,4.69,1.0,919.71,118.74,2335.84,4.336,2.0,0,1
1.0,2013,Tapuae Stream tributary,5.0,1.0,1105.21,135.98,2352.94,5.0,2.0,3,0
5.0,2013,Timaru Stream tributary,5.0,1.0,923.33,115.79,2335.2,5.0,2.0,4,1
3.0,2013,Mimimoto Lagoon tributary,4.0,3.0,1250.5,120.0,2325.0,3.538,2.157,0,0
3.0,2013,Eyre Main Drain tributary,4.0,3.0,1151.48,115.0,2297.72,4.0,2.0,1,0
3.0,2011,Rangitata River tributary,2.0,1.5,1225.2,90.58,2326.61,1.508,0.46,1,0
3.0,2011,Lawrence River,1.36,1.02,1198.57,86.52,2322.67,2.907,1.109,1,0
3.0,2011,Lawrence River,1.36,1.02,1198.57,86.52,2322.67,2.907,1.109,0,0
3.0,2011,Lawrence River,0.0,0.0,1198.0,86.0,0.0,3.099,0.979,2,0
3.0,2011,Lawrence River,1.63,1.39,1184.73,83.17,2321.11,2.746,1.161,0,0
3.0,2011,Lawrence River,1.63,1.39,1184.73,83.17,2321.11,2.746,1.161,0,0
3.0,2011,Lawrence River,1.63,1.39,1184.73,83.17,2321.11,2.746,1.161,0,0
3.0,2011,Lawrence River,1.63,1.39,1184.73,83.17,2321.11,2.746,1.161,0,0
11.0,2011,Lawrence River,3.12,2.67,1170.9,83.62,2318.8,2.914,1.04,2,0
11.0,2011,Lawrence River,3.12,2.67,1170.9,83.62,2318.8,2.914,1.04,2,0
3.0,2011,Lawrence River,3.12,2.67,1170.9,83.62,2318.8,2.914,1.04,1,0
3.0,2011,Lawrence River,3.12,2.67,1170.9,83.62,2318.8,2.914,1.04,1,0
3.0,2011,Rangitata River tributary,2.63,2.87,1192.24,88.56,2317.41,2.689,1.096,2,1
3.0,2011,Rangitata River tributary,1.21,1.28,1212.74,92.24,2319.48,1.013,0.409,2,0
3.0,2011,Caroline Stream tributary,0.15,0.11,1237.2,91.98,2329.16,0.151,0.038,2,1
3.0,2011,Caroline Stream tributary,0.15,0.11,1237.2,91.98,2329.16,0.151,0.038,3,1
3.0,2011,Caroline Stream tributary,0.15,0.11,1237.2,91.98,2329.16,0.151,0.038,2,1
3.0,2011,Caroline Stream tributary,0.15,0.11,1237.2,91.98,2329.16,0.151,0.038,2,1
3.0,2011,Caroline Stream tributary,0.15,0.11,1237.2,91.98,2329.16,0.151,0.038,2,1
3.0,2011,Caroline Stream tributary,0.15,0.11,1237.2,91.98,2329.16,0.151,0.038,1,1
3.0,2011,Caroline Stream tributary,0.15,0.11,1237.2,91.98,2329.16,0.151,0.038,2,1
3.0,2011,Caroline Stream tributary,0.15,0.11,1237.2,91.98,2329.16,0.151,0.038,3,0
3.0,2011,Caroline Stream tributary,0.4,0.3,1232.9,92.58,2326.46,0.372,0.093,2,0
3.0,2011,Caroline Stream tributary,0.4,0.3,1232.9,92.58,2326.46,0.372,0.093,3,0
3.0,2011,Caroline Stream tributary,0.42,0.56,1234.98,92.44,2328.55,2.267,0.865,1,0
3.0,2011,Caroline Stream tributary,0.42,0.56,1234.98,92.44,2328.55,2.267,0.865,1,0
3.0,2011,Caroline Stream tributary,0.42,0.56,1234.98,92.44,2328.55,2.267,0.865,3,1
3.0,2011,Caroline Stream tributary,0.42,0.56,1234.98,92.44,2328.55,2.267,0.865,2,1
3.0,2011,Caroline Stream tributary,0.42,0.56,1234.98,92.44,2328.55,2.267,0.865,1,0
3.0,2011,Caroline Stream,0.4,0.3,1232.9,92.58,2326.46,0.372,0.093,2,0
3.0,2011,Caroline Stream tributary,0.4,0.3,1232.9,92.58,2326.46,0.372,0.093,1,1
3.0,2011,Caroline Stream tributary,0.4,0.3,1232.9,92.58,2326.46,0.372,0.093,2,1
3.0,2011,Caroline Stream tributary,0.4,0.3,1232.9,92.58,2326.46,0.372,0.093,2,0
3.0,2011,Caroline Stream tributary,0.0,0.0,1235.6,93.0,2327.0,2.504,0.882,1,0
3.0,2011,Caroline Stream tributary,0.0,0.0,1235.6,93.0,2327.0,2.504,0.882,2,1
3.0,2011,Caroline Stream tributary,1.98,2.64,1227.01,91.17,2327.0,2.19,0.83,2,0
3.0,2011,Caroline Stream,2.6,1.96,1231.68,92.62,2326.73,2.236,0.999,1,0
3.0,2011,Caroline Stream,2.6,1.96,1231.68,92.62,2326.73,2.236,0.999,0,0
3.0,2011,Caroline Stream,2.6,1.96,1231.68,92.62,2326.73,2.236,0.999,1,0
3.0,2011,Caroline Stream,2.6,1.96,1231.68,92.62,2326.73,2.236,0.999,3,1
3.0,2011,Caroline Stream,2.6,1.96,1231.68,92.62,2326.73,2.236,0.999,1,0
3.0,2011,Caroline Stream,2.6,1.96,1231.68,92.62,2326.73,2.236,0.999,2,0
3.0,2011,Caroline Stream,2.6,1.96,1231.68,92.62,2326.73,2.236,0.999,3,0
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,1,1
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,1,0
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,1,0
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,1,0
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,1,1
12.0,2010,Caroline Stream tributary,0.0,0.0,1233.92,93.0,2326.3,2.97,0.949,1,0
3.0,2011,Caroline Stream,0.0,0.0,1226.98,93.94,2322.47,0.0,0.0,2,1
12.0,2010,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,2,2
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,3,1
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,0,0
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,1,0
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,1,1
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,2,0
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,2,1
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,1,1
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,2,1
3.0,2011,Caroline Stream tributary,0.9,0.67,1229.68,93.38,2324.03,0.792,0.222,2,0
3.0,2011,Caroline Stream tributary,3.97,2.98,1229.99,93.68,2323.85,3.963,1.48,2,1
3.0,2011,Caroline Stream tributary,3.97,2.98,1229.99,93.68,2323.85,3.963,1.48,2,1
3.0,2011,Caroline Stream tributary,3.97,2.98,1229.99,93.68,2323.85,3.963,1.48,2,0
3.0,2011,Caroline Stream tributary,2.38,1.78,1228.81,94.0,2323.0,3.364,1.104,2,0
3.0,2011,Scour Stream,0.61,0.45,1195.56,95.01,2304.32,2.088,1.044,2,0
3.0,2011,Scour Stream,0.61,0.45,1195.56,95.01,2304.32,2.088,1.044,2,0
3.0,2011,Scour Stream,0.61,0.45,1195.56,95.01,2304.32,2.088,1.044,1,1
3.0,2011,Scour Stream,0.61,0.45,1195.56,95.01,2304.32,2.088,1.044,1,0
3.0,2011,Scour Stream,0.8,0.6,1190.8,95.03,2303.04,0.422,0.211,2,0
12.0,2010,Whiskey Stream,4.0,2.45,1161.75,84.04,2308.8,4.0,1.258,0,1
2.0,2010,Waitaki River tributary,3.62,2.72,998.78,106.64,2176.0,3.671,1.836,1,0
2.0,2011,Waitaki River tributary,0.92,0.69,999.13,107.0,2175.94,0.807,0.404,0,0
2.0,2011,Waitaki River tributary,0.92,0.69,999.13,107.0,2175.94,0.807,0.404,2,0
10.0,2010,Stony Creek,3.0,1.0,945.47,99.43,2207.24,3.0,1.251,3,0
12.0,2010,Balmacaan Stream,3.38,3.62,1109.65,77.61,2298.34,3.295,1.0,0,1
3.0,2011,South Branch Ashburton River tributary,2.91,3.12,1122.61,75.62,2307.85,3.172,0.952,0,1
3.0,2011,South Branch Ashburton River tributary,2.91,3.12,1122.61,75.62,2307.85,3.172,0.952,1,0
12.0,2010,Lambies Stream,4.0,2.89,1159.09,87.92,2303.05,3.936,1.036,2,1
12.0,2010,Paddle Hill Creek,4.0,3.0,1153.4,84.84,2304.46,3.398,1.0,0,1
12.0,2010,Horseshoe Bend Stream,3.0,1.0,1020.75,110.17,2183.23,3.0,2.0,1,0
12.0,2010,Horseshoe Bend Stream,3.0,1.0,1022.27,110.19,2183.51,3.0,2.0,1,0
12.0,2010,Rosewill Stream,3.37,1.0,979.08,107.04,2195.49,3.314,2.0,1,0
12.0,2010,Papaka Stream,3.82,1.03,971.96,106.81,2196.86,3.842,2.0,1,0
12.0,2010,Lambies Stream,2.71,2.79,1121.48,88.98,2287.24,2.895,1.191,1,1
1.0,2011,Kohika Stream tributary,4.0,1.33,1032.91,111.0,2185.0,4.0,2.0,0,0
1.0,2011,Kohika Stream tributary,4.0,1.33,1032.91,111.0,2185.0,4.0,2.0,1,0
1.0,2011,Kohika Stream tributary,4.0,1.54,1034.49,111.0,2185.0,3.396,2.0,0,0
1.0,2011,Kohika Stream tributary,4.0,1.54,1034.49,111.0,2185.0,3.396,2.0,2,0
12.0,2010,Rosewill Stream tributary,3.15,1.0,982.9,107.29,2195.24,3.087,2.0,2,0
1.0,2011,Kohika Stream tributary,4.0,1.33,1032.91,111.0,2185.0,4.0,2.0,1,0
3.0,2011,Haast Stream,3.83,3.17,1093.32,82.02,2289.8,3.25,1.0,0,0
12.0,2010,Rosewill Stream,3.97,1.0,981.82,108.0,2196.0,3.765,2.0,1,0
8.0,2010,Hae Hae Te Moana River tributary,3.61,2.3,944.0,103.26,2204.65,3.138,1.996,2,0
3.0,2011,Waterfall Stream,5.0,5.0,1027.32,78.94,2271.0,5.0,2.0,0,0
3.0,2011,Waterfall Stream,5.0,5.0,1027.32,78.94,2271.0,5.0,2.0,0,0
12.0,2010,Papaka Stream,3.7,1.0,977.94,108.04,2196.0,3.672,2.0,1,0
7.0,2011,Gawler Stream tributary,3.0,1.01,1010.19,89.82,2249.93,3.0,1.999,1,0
7.0,2011,Gawler Stream tributary,3.0,1.01,1010.19,89.82,2249.93,3.0,1.999,1,0
7.0,2011,Gawler Stream tributary,3.0,1.01,1010.19,89.82,2249.93,3.0,1.999,0,0
7.0,2011,Gawler Stream tributary,3.0,1.01,1010.19,89.82,2249.93,3.0,1.999,1,0
7.0,2011,Gawler Stream tributary,3.0,1.01,1010.19,89.82,2249.93,3.0,1.999,1,0
7.0,2011,Gawler Stream tributary,3.0,1.01,1010.19,89.82,2249.93,3.0,1.999,0,0
7.0,2011,Gawler Stream tributary,3.0,1.01,1010.19,89.82,2249.93,3.0,1.999,0,0
7.0,2011,Gawler Stream tributary,3.0,1.0,1054.76,95.0,2254.87,3.0,2.0,2,0
7.0,2011,Gawler Stream tributary,3.0,1.0,1054.76,95.0,2254.87,3.0,2.0,2,0
7.0,2011,Gawler Stream tributary,3.0,1.0,1054.76,95.0,2254.87,3.0,2.0,2,0
7.0,2011,Gawler Stream tributary,3.0,1.0,1054.76,95.0,2254.87,3.0,2.0,2,0
7.0,2011,Gawler Stream tributary,3.0,1.0,1054.76,95.0,2254.87,3.0,2.0,1,0
7.0,2011,Gawler Stream,3.0,1.0,1050.62,95.07,2253.33,3.0,2.0,0,0
7.0,2011,Gawler Stream,3.0,1.0,1050.62,95.07,2253.33,3.0,2.0,0,0
7.0,2011,Gawler Stream,3.0,1.0,1050.62,95.07,2253.33,3.0,2.0,0,0
7.0,2011,North Branch Hinds River tributary,2.96,1.24,1075.56,96.01,2259.67,2.972,1.936,0,0
7.0,2011,North Branch Hinds River tributary,2.96,1.24,1075.56,96.01,2259.67,2.972,1.936,0,0
7.0,2011,North Branch Hinds River tributary,2.96,1.24,1075.56,96.01,2259.67,2.972,1.936,1,0
7.0,2011,North Branch Hinds River tributary,2.96,1.24,1075.56,96.01,2259.67,2.972,1.936,1,0
7.0,2011,North Branch Hinds River tributary,2.96,1.24,1075.56,96.01,2259.67,2.972,1.936,0,0
7.0,2011,North Branch Hinds River tributary,2.96,1.24,1075.56,96.01,2259.67,2.972,1.936,0,0
7.0,2011,North Branch Hinds River tributary,2.96,1.24,1075.56,96.01,2259.67,2.972,1.936,0,0
7.0,2011,North Branch Hinds River tributary,2.96,1.24,1075.56,96.01,2259.67,2.972,1.936,0,0
7.0,2011,North Branch Hinds River tributary,2.96,1.24,1075.56,96.01,2259.67,2.972,1.936,0,0
7.0,2011,North Branch Hinds River tributary,2.96,1.24,1075.56,96.01,2259.67,2.972,1.936,1,0
7.0,2011,North Branch Hinds River tributary,2.96,1.24,1075.56,96.01,2259.67,2.972,1.936,0,0
7.0,2011,Limestone Creek,3.38,1.75,1032.71,97.18,2244.79,3.01,1.951,1,0
7.0,2011,Limestone Creek,3.38,1.75,1032.71,97.18,2244.79,3.01,1.951,2,0
7.0,2011,Limestone Creek,3.38,1.75,1032.71,97.18,2244.79,3.01,1.951,2,0
7.0,2011,Limestone Creek,3.38,1.75,1032.71,97.18,2244.79,3.01,1.951,1,0
7.0,2011,Limestone Creek,3.38,1.75,1032.71,97.18,2244.79,3.01,1.951,1,0
7.0,2011,Limestone Creek,3.38,1.75,1032.71,97.18,2244.79,3.01,1.951,1,0
7.0,2011,Limestone Creek,3.13,1.27,1040.32,98.56,2245.67,3.003,1.942,2,0
7.0,2011,Limestone Creek,3.13,1.27,1040.32,98.56,2245.67,3.003,1.942,2,0
7.0,2011,Limestone Creek,3.13,1.27,1040.32,98.56,2245.67,3.003,1.942,2,0
12.0,2010,South Branch Ashburton River,1.41,1.05,1160.2,105.0,2274.51,1.695,0.848,3,0
12.0,2010,South Branch Ashburton River,1.41,1.05,1160.2,105.0,2274.51,1.695,0.848,2,0
12.0,2010,South Branch Ashburton River,1.41,1.05,1160.2,105.0,2274.51,1.695,0.848,2,0
12.0,2010,South Branch Ashburton River,2.43,1.34,1170.13,107.0,2278.94,3.403,1.673,3,0
12.0,2010,South Branch Ashburton River,2.88,1.86,1169.03,107.08,2278.97,3.399,1.672,3,0
12.0,2010,South Branch Ashburton River,2.88,1.86,1169.03,107.08,2278.97,3.399,1.672,2,0
12.0,2010,South Branch Ashburton River,3.0,2.25,1172.72,109.27,2279.12,3.463,1.671,2,1
12.0,2010,South Branch Ashburton River,3.0,2.25,1172.72,109.27,2279.12,3.463,1.671,2,1
12.0,2010,South Branch Ashburton River,3.0,2.25,1172.72,109.27,2279.12,3.463,1.671,3,0
12.0,2010,Ashburton River,2.81,1.92,1186.0,110.2,2280.73,3.52,1.697,2,0
12.0,2010,Ashburton River,1.98,1.33,1186.0,110.0,2281.67,3.442,1.67,3,0
12.0,2010,Ashburton River,1.98,1.33,1186.0,110.0,2281.67,3.442,1.67,2,0
12.0,2010,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,4,0
2.0,2008,Ashburton River tributary,3.75,2.81,1163.9,112.0,2270.45,3.938,1.969,1,0
12.0,2010,Ashburton River,1.14,0.86,1163.0,112.0,2268.0,3.522,1.702,3,0
12.0,2010,Ashburton River,2.7,1.08,1172.9,111.84,2274.97,3.511,1.694,3,0
1.0,2011,Ashburton River,2.85,1.83,1160.85,112.0,2266.67,3.52,1.701,0,0
1.0,2011,Ashburton River,2.85,1.83,1160.85,112.0,2266.67,3.52,1.701,0,0
1.0,2011,Ashburton River,2.85,1.83,1160.85,112.0,2266.67,3.52,1.701,0,0
1.0,2011,Ashburton River,3.99,1.0,1156.41,112.0,2265.33,3.966,1.983,0,0
1.0,2011,Ashburton River,3.99,1.0,1156.41,112.0,2265.33,3.966,1.983,0,0
1.0,2011,Ashburton River,3.99,1.0,1156.41,112.0,2265.33,3.966,1.983,0,0
1.0,2011,Ashburton River,3.99,1.0,1156.41,112.0,2265.33,3.966,1.983,0,0
12.0,2010,Ashburton River,1.14,0.86,1163.0,112.0,2268.0,3.522,1.702,2,0
1.0,2011,Ashburton River,3.99,1.0,1156.41,112.0,2265.33,3.966,1.983,0,0
1.0,2011,Ashburton River,3.99,1.0,1156.41,112.0,2265.33,3.966,1.983,0,0
12.0,2010,Ashburton River,2.85,1.83,1160.85,112.0,2266.67,3.52,1.701,0,0
1.0,2011,Ashburton River,2.85,1.83,1160.85,112.0,2266.67,3.52,1.701,1,0
12.0,2010,Ashburton River,2.85,1.83,1160.85,112.0,2266.67,3.52,1.701,0,0
12.0,2010,Ashburton River,2.7,1.08,1172.9,111.84,2274.97,3.511,1.694,1,0
12.0,2010,Ashburton River,2.85,1.83,1160.85,112.0,2266.67,3.52,1.701,3,0
12.0,2010,Ashburton River,2.7,1.08,1172.9,111.84,2274.97,3.511,1.694,2,0
12.0,2010,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,1,2
1.0,2011,Ashburton River,3.58,2.49,1150.81,113.0,2258.37,3.472,1.736,2,0
1.0,2011,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,0,0
12.0,2010,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,3,2
1.0,2011,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,0,0
1.0,2011,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,2,0
1.0,2011,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,2,0
1.0,2011,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,1,0
1.0,2011,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,1,0
12.0,2010,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,5,1
1.0,2011,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,1,0
1.0,2011,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,2,0
1.0,2011,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,3,0
12.0,2010,Ashburton River,2.36,1.55,1150.63,113.45,2257.82,3.508,1.697,4,0
12.0,2010,Ashburton River,1.6,1.19,1151.95,113.0,2259.17,3.511,1.698,4,0
9.0,2011,Okaka Stream,1.64,1.36,1055.01,151.15,2340.1,1.412,1.0,5,0
,2010,Unnamed tributary Cooks Bay,1.0,5.0,1193.07,142.41,2378.07,1.0,1.0,4,0
3.0,2011,Grahams Stream,2.35,1.69,1176.48,140.86,2379.32,2.418,2.0,6,1
3.0,2010,Matatoki Stream,3.66,5.0,1050.05,131.73,2365.29,1.841,1.308,5,0
3.0,2010,Matatoki Stream,3.66,5.0,1050.05,131.73,2365.29,1.841,1.308,5,0
3.0,2010,Matatoki Stream,3.66,5.0,1050.05,131.73,2365.29,1.841,1.308,5,0
3.0,2010,Omahu Stream tributary,3.59,4.19,1101.46,139.2,2371.89,3.451,2.0,4,0
3.0,2010,Omahu Stream,2.58,2.17,1112.25,140.95,2372.59,2.759,2.0,7,1
11.0,2010,Oponae Stream tributary,2.0,1.0,920.51,120.72,2339.33,2.0,2.0,4,0
11.0,2010,Oponae Stream tributary,2.0,1.0,920.51,120.72,2339.33,2.0,2.0,4,0
3.0,2011,Oturu Stream,1.14,4.44,1171.02,140.84,2379.11,1.036,1.036,6,0
3.0,2011,Oturu Stream,1.14,4.44,1171.02,140.84,2379.11,1.036,1.036,4,0
3.0,2011,Pepe Stream,1.4,3.39,1184.72,143.64,2380.71,1.375,1.375,7,1
3.0,2011,Pepe Stream,1.0,5.0,1142.66,136.35,2375.77,1.0,1.0,7,1
3.0,2011,Pepe Stream tributary,4.0,5.0,1186.81,142.87,2380.98,4.0,2.0,4,0
3.0,2011,Pepe Stream tributary,2.55,5.0,1170.8,140.27,2379.08,2.579,1.526,3,0
8.0,2010,Mangakara Stream tributary,3.09,3.18,1086.01,132.39,2370.5,3.246,2.0,4,0
8.0,2010,Mangakara Stream tributary,3.09,3.18,1086.01,132.39,2370.5,3.246,2.0,3,0
4.0,2011,Waitawheta Stream,3.61,4.21,1102.86,135.82,2371.64,3.571,2.0,4,0
4.0,2011,Waitawheta Stream,2.05,1.21,1107.34,134.87,2370.9,2.032,1.967,3,1
2.0,2010,Hutt River,1.0,4.0,941.98,105.92,2319.24,1.0,1.0,1,1
2.0,2010,Eastern Hutt River,1.94,3.06,955.52,107.55,2323.55,1.192,1.096,2,0
2.0,2010,Phillips Stream,1.84,3.16,964.98,109.3,2324.45,1.931,1.466,3,0
4.0,2011,Waitekauri River,2.0,1.0,1122.42,137.53,2373.22,2.841,2.0,4,0
4.0,2011,Waitekauri River,2.0,1.0,1122.07,137.44,2373.0,2.882,2.0,4,0
4.0,2011,Walmsley Stream,2.0,1.0,1096.89,129.87,2370.11,2.362,2.0,4,0
4.0,2011,Walmsley Stream,2.0,1.0,1096.89,129.87,2370.11,2.362,2.0,3,1
12.0,2010,Whangamaroro River,3.02,3.04,1199.14,145.12,2377.88,3.465,2.0,2,0
12.0,2010,Whangamaroro River,3.02,3.04,1199.14,145.12,2377.88,3.465,2.0,4,0
12.0,2010,Whangamaroro River,3.02,3.04,1199.14,145.12,2377.88,3.465,2.0,4,0
1.0,2011,Whangamaroro River,3.02,3.04,1199.14,145.12,2377.88,3.465,2.0,3,1
1.0,2011,Whangamaroro River,3.02,3.04,1199.14,145.12,2377.88,3.465,2.0,4,0
11.0,2011,Wakamoekau Creek tributary,2.47,2.88,1085.46,115.85,2329.07,2.263,2.0,3,0
11.0,2011,Wakamoekau Creek tributary,2.74,3.95,1074.66,113.07,2328.12,2.707,2.0,1,0
1.0,2011,Waipahi River East Branch tributary,4.0,1.0,809.02,95.0,2137.0,4.0,2.0,1,1
1.0,2011,Waipahi River East Branch,3.54,2.39,748.94,89.78,2125.53,3.431,1.431,2,1
2.0,2011,Waipahi River East Branch,3.54,2.39,748.94,89.78,2125.53,3.431,1.431,2,1
2.0,2010,Unnamed Stream Moutere Inlet,2.14,2.43,1204.86,124.91,2409.77,2.088,1.544,4,0
11.0,2010,Hikauae Creek tributary,1.0,2.0,1113.6,147.24,2375.44,1.0,1.0,2,0
11.0,2010,Hikauae Creek,1.0,2.0,1115.85,147.55,2375.33,1.0,1.0,1,0
9.0,2010,Mahurangi River Right Branch tributary,1.15,2.0,1101.27,146.88,2372.27,1.186,1.186,3,0
9.0,2010,Mahurangi River Right Branch tributary,1.0,2.0,1074.87,144.02,2369.72,1.0,1.0,3,0
9.0,2010,Mahurangi River Left Branch tributary,1.1,1.9,1113.71,149.21,2372.0,1.024,1.024,2,0
10.0,2010,Mahurangi River Left Branch,1.46,1.54,1105.34,148.75,2370.8,1.363,1.354,4,0
10.0,2010,Kourawhero Stream,1.2,2.24,1087.74,146.32,2368.33,1.198,1.198,3,0
10.0,2010,Kourawhero Stream,1.2,2.24,1087.74,146.32,2368.33,1.198,1.198,3,0
11.0,2010,Hoteo River tributary,1.18,2.27,1089.65,146.94,2366.91,1.468,1.0,4,0
